0,1,2,3,4,5,6,7,8
mp-10172,mp-862942,mp-867200,,,,,,
mp-10172,mp-1363,mp-862942,,,,,,
mp-10172,mp-867199,mp-867200,,,,,,
mp-10172,mp-862949,mp-867199,,,,,,
mp-10172,mp-30795,mp-862949,,,,,,
mp-10172,mp-26,mp-734,,,,,,
mp-10172,mp-541787,mp-734,,,,,,
mp-10172,mp-1079811,mp-86,,,,,,
mp-10172,mp-1079811,mp-1363,,,,,,
mp-10172,mp-1080709,mp-1363,,,,,,
mp-10172,mp-1102098,mp-123,,,,,,
mp-10172,mp-1080709,mp-1102098,,,,,,
mp-10172,mp-1105965,mp-1184115,,,,,,
mp-10172,mp-1105965,mp-30795,,,,,,
mp-10172,mp-1079938,mp-1186074,,,,,,
mp-10172,mp-30795,mp-865126,,,,,,
mp-10172,mp-1079938,mp-865126,,,,,,
mp-10172,mp-2861,mp-30795,,,,,,
mp-10172,mp-132,mp-865051,,,,,,
mp-10172,mp-2861,mp-865051,,,,,,
mp-10172,mp-1363,mp-983509,,,,,,
mp-10172,mp-1186074,mp-718,,,,,,
mp-10172,mp-1220866,mp-718,,,,,,
mp-10172,mp-1220866,mp-30794,,,,,,
mp-10172,mp-11698,mp-1610,,,,,,
mp-10172,mp-648,mp-999126,,,,,,
mp-10172,mp-1610,mp-999126,,,,,,
mp-10172,mp-10658,mp-814,,,,,,
mp-10172,mp-1266,mp-999488,,,,,,
mp-10172,mp-814,mp-999488,,,,,,
mp-10172,mp-2271,mp-648,,,,,,
mp-10172,mp-21895,mp-541787,,,,,,
mp-10172,mp-11266,mp-527,,,,,,
mp-10172,mp-527,mp-8093,,,,,,
mp-10172,mp-11266,mp-983509,,,,,,
mp-10172,mp-11820,mp-8093,,,,,,
mp-10172,mp-1186271,mp-75,,,,,,
mp-10172,mp-1057315,mp-867318,,,,,,
mp-10172,mp-866047,mp-867318,,,,,,
mp-10172,mp-30795,mp-866047,,,,,,
mp-10172,mp-19966,mp-30795,,,,,,
mp-10172,mp-155,mp-579628,,,,,,
mp-10172,mp-19966,mp-579628,,,,,,
mp-10172,mp-2271,mp-682,,,,,,
mp-10172,mp-7956,mp-950,,,,,,
mp-10172,mp-2784,mp-86,,,,,,
mp-10172,mp-13,mp-22916,,,,,,
mp-10172,mp-1018122,mp-22916,,,,,,
mp-10172,mp-1184115,mp-22916,,,,,,
mp-10172,mp-286,mp-972364,,,,,,
mp-10172,mp-1266,mp-286,,,,,,
mp-10172,mp-21895,mp-22003,,,,,,
mp-10172,mp-21199,mp-2271,,,,,,
mp-10172,mp-21199,mp-29657,,,,,,
mp-10172,mp-10740,mp-682,,,,,,
mp-10172,mp-1266,mp-1363,,,,,,
mp-10172,mp-2402,mp-4276,,,,,,
mp-10172,mp-4276,mp-697068,,,,,,
mp-10172,mp-1186074,mp-20622,,,,,,
mp-10172,mp-20622,mp-697068,,,,,,
mp-10172,mp-2271,mp-28614,,,,,,
mp-10172,mp-28614,mp-505055,,,,,,
mp-10172,mp-262,mp-505055,,,,,,
mp-10172,mp-103,mp-582067,,,,,,
mp-10172,mp-1190267,mp-582067,,,,,,
mp-10172,mp-1190267,mp-655,,,,,,
mp-10172,mp-648,mp-8,,,,,,
mp-10172,mp-2784,mp-867200,,,,,,
mp-10172,mp-2271,mp-865076,,,,,,
mp-10172,mp-865076,mp-983509,,,,,,
mp-10172,mp-1025468,mp-567332,,,,,,
mp-10172,mp-1025468,mp-1363,,,,,,
mp-10172,mp-1540,mp-30795,,,,,,
mp-10172,mp-10659,mp-1181055,,,,,,
mp-10172,mp-1181055,mp-1540,,,,,,
mp-1002136,mp-10172,mp-1363,,,,,,
mp-10172,mp-1103395,mp-26,,,,,,
mp-1002136,mp-10172,mp-1103395,,,,,,
mp-10172,mp-26,mp-371,,,,,,
mp-10172,mp-11488,mp-371,,,,,,
mp-10172,mp-11488,mp-865102,,,,,,
mp-10172,mp-30795,mp-865102,,,,,,
mp-10172,mp-11374,mp-30795,,,,,,
mp-10172,mp-10658,mp-1181553,,,,,,
mp-10172,mp-11374,mp-1181553,,,,,,
mp-10172,mp-1266,mp-8658,,,,,,
mp-10172,mp-1184151,mp-8658,,,,,,
mp-10172,mp-1018122,mp-1190038,,,,,,
mp-10172,mp-1190038,mp-30795,,,,,,
mp-10172,mp-1199133,mp-30794,,,,,,
mp-10172,mp-1187739,mp-567412,,,,,,
mp-10172,mp-1199133,mp-567412,,,,,,
mp-10172,mp-1018134,mp-574275,,,,,,
mp-10172,mp-30761,mp-574275,,,,,,
mp-10172,mp-21895,mp-30761,,,,,,
mp-10172,mp-861939,mp-862690,,,,,,
mp-10172,mp-30794,mp-976076,,,,,,
mp-10172,mp-861939,mp-976076,,,,,,
mp-10172,mp-20849,mp-21895,,,,,,
mp-10172,mp-1186074,mp-20849,,,,,,
mp-10172,mp-11698,mp-1561,,,,,,
mp-10172,mp-1266,mp-999127,,,,,,
mp-10172,mp-1561,mp-999127,,,,,,
mp-10172,mp-1476,mp-67,,,,,,
mp-10172,mp-648,mp-999460,,,,,,
mp-10172,mp-1476,mp-999460,,,,,,
mp-10172,mp-1185570,mp-21895,,,,,,
mp-10172,mp-1185570,mp-1186271,,,,,,
mp-10172,mp-21895,mp-31430,,,,,,
mp-10172,mp-1186074,mp-7956,,,,,,
mp-10172,mp-11286,mp-541787,,,,,,
mp-10172,mp-1103139,mp-132,,,,,,
mp-10172,mp-11286,mp-11288,,,,,,
mp-10172,mp-1103139,mp-11288,,,,,,
mp-10172,mp-31430,mp-867297,,,,,,
mp-10172,mp-862690,mp-985305,,,,,,
mp-10172,mp-1186111,mp-867297,,,,,,
mp-10172,mp-1186111,mp-985305,,,,,,
mp-10172,mp-541787,mp-567332,,,,,,
mp-10172,mp-11422,mp-155,,,,,,
mp-10172,mp-11422,mp-541787,,,,,,
mp-10172,mp-30795,mp-30878,,,,,,
mp-10172,mp-11698,mp-30879,,,,,,
mp-10172,mp-30878,mp-30879,,,,,,
mp-10172,mp-11575,mp-30795,,,,,,
mp-10172,mp-1187739,mp-1188434,,,,,,
mp-10172,mp-11575,mp-1188434,,,,,,
mp-10172,mp-11544,mp-972364,,,,,,
mp-10172,mp-11544,mp-21895,,,,,,
mp-10172,mp-1266,mp-8,,,,,,
mp-10172,mp-50,mp-648,,,,,,
mp-10172,mp-22916,mp-972364,,,,,,
mp-10172,mp-145,mp-22916,,,,,,
mp-10172,mp-30794,mp-541787,,,,,,
mp-10172,mp-23,mp-30794,,,,,,
mp-10172,mp-1266,mp-50,,,,,,
mp-10172,mp-570050,mp-972364,,,,,,
mp-10172,mp-30794,mp-570050,,,,,,
mp-10172,mp-1186074,mp-569304,,,,,,
mp-10172,mp-30794,mp-571095,,,,,,
mp-10172,mp-1184115,mp-8584,,,,,,
mp-10172,mp-1266,mp-8584,,,,,,
mp-10172,mp-862690,mp-864806,,,,,,
mp-10172,mp-541787,mp-864806,,,,,,
mp-10172,mp-21412,mp-567332,,,,,,
mp-10172,mp-1206755,mp-21412,,,,,,
mp-10172,mp-1206755,mp-30795,,,,,,
mp-10172,mp-11467,mp-123,,,,,,
mp-10172,mp-11467,mp-541787,,,,,,
mp-10172,mp-123,mp-1533,,,,,,
mp-10172,mp-1533,mp-571405,,,,,,
mp-10172,mp-30795,mp-571405,,,,,,
mp-10172,mp-1084808,mp-1363,,,,,,
mp-10172,mp-570119,mp-972364,,,,,,
mp-10172,mp-1084808,mp-570527,,,,,,
mp-10172,mp-568944,mp-570119,,,,,,
mp-10172,mp-568944,mp-570527,,,,,,
mp-10172,mp-2197,mp-8094,,,,,,
mp-10172,mp-2197,mp-541787,,,,,,
mp-10172,mp-11820,mp-8094,,,,,,
mp-10172,mp-145,mp-656,,,,,,
mp-10172,mp-648,mp-9035,,,,,,
mp-10172,mp-656,mp-9035,,,,,,
mp-10172,mp-1191538,mp-132,,,,,,
mp-10172,mp-1191538,mp-20263,,,,,,
mp-10172,mp-20263,mp-31430,,,,,,
mp-10172,mp-541787,mp-542,,,,,,
mp-10172,mp-1187073,mp-13427,,,,,,
mp-10172,mp-13427,mp-542,,,,,,
mp-10172,mp-20711,mp-29657,mp-2970,,,,,
mp-10172,mp-13,mp-2352,mp-2970,,,,,
mp-10172,mp-13,mp-2970,mp-601833,,,,,
mp-10172,mp-20711,mp-2970,mp-601833,,,,,
mp-10172,mp-1184905,mp-262,mp-984,,,,,
mp-10172,mp-22003,mp-28630,mp-827,,,,,
mp-10172,mp-1184905,mp-28630,mp-827,,,,,
mp-10172,mp-1184905,mp-28630,mp-984,,,,,
mp-10172,mp-22916,mp-950,mp-985586,,,,,
mp-10172,mp-2352,mp-950,mp-985586,,,,,
mp-10172,mp-1342,mp-23268,mp-551835,,,,,
mp-10172,mp-1342,mp-22937,mp-2352,,,,,
mp-10172,mp-1342,mp-22937,mp-23268,,,,,
mp-10172,mp-23260,mp-23268,mp-29909,,,,,
mp-10172,mp-23268,mp-29909,mp-551835,,,,,
mp-10172,mp-11820,mp-23260,mp-29909,,,,,
mp-10172,mp-11820,mp-29909,mp-551835,,,,,
mp-10172,mp-1019519,mp-1342,mp-551835,,,,,
mp-10172,mp-1019519,mp-11820,mp-551835,,,,,
mp-10172,mp-1696,mp-865985,,,,,,
mp-10172,mp-1186074,mp-865985,,,,,,
mp-10172,mp-1696,mp-983509,,,,,,
mp-10172,mp-1363,mp-950,,,,,,
mp-10172,mp-636334,mp-74,,,,,,
mp-10172,mp-317,mp-636334,,,,,,
mp-10172,mp-30794,mp-317,,,,,,
mp-10172,mp-1186074,mp-27838,,,,,,
mp-10172,mp-30352,mp-983509,,,,,,
mp-10172,mp-1184905,mp-6058,mp-67,,,,,
mp-10172,mp-6058,mp-67,mp-682,,,,,
mp-10172,mp-1184905,mp-6058,mp-682,,,,,
mp-10172,mp-22862,mp-30352,mp-571095,,,,,
mp-10172,mp-1184905,mp-1187739,mp-23251,,,,,
mp-10172,mp-1187739,mp-22916,mp-23251,,,,,
mp-101,mp-10172,mp-1363,mp-682,,,,,
mp-10172,mp-1018122,mp-1184905,mp-23193,,,,,
mp-10172,mp-1018122,mp-22862,mp-23193,,,,,
mp-10172,mp-129,mp-22916,mp-23251,,,,,
mp-10172,mp-1184905,mp-129,mp-23251,,,,,
mp-10172,mp-22916,mp-23251,mp-30795,,,,,
mp-10172,mp-1184905,mp-1225049,mp-23251,,,,,
mp-10172,mp-1225049,mp-23251,mp-30795,,,,,
mp-101,mp-10172,mp-1184905,mp-682,,,,,
mp-10172,mp-23268,mp-30795,mp-614603,,,,,
mp-10172,mp-1184151,mp-30795,mp-614603,,,,,
mp-10172,mp-23268,mp-614603,mp-7956,,,,,
mp-10172,mp-1184151,mp-614603,mp-7956,,,,,
mp-10172,mp-23268,mp-31430,mp-614603,,,,,
mp-10172,mp-1184151,mp-31430,mp-614603,,,,,
mp-10172,mp-1184151,mp-50,mp-571222,,,,,
mp-10172,mp-22916,mp-50,mp-571222,,,,,
mp-10172,mp-1184151,mp-567332,mp-614603,,,,,
mp-10172,mp-23268,mp-567332,mp-614603,,,,,
mp-10172,mp-1080443,mp-1187739,mp-22862,,,,,
mp-10172,mp-1080443,mp-22862,mp-2698,,,,,
mp-10172,mp-22862,mp-2797,mp-30,,,,,
mp-10172,mp-22862,mp-2698,mp-2797,,,,,
mp-10172,mp-1018134,mp-1185319,mp-86,,,,,
mp-10172,mp-1185319,mp-22862,mp-86,,,,,
mp-10172,mp-1018029,mp-1186074,mp-682,,,,,
mp-10172,mp-30,mp-580357,mp-682,,,,,
mp-10172,mp-1018029,mp-580357,mp-682,,,,,
mp-10172,mp-1179656,mp-22867,mp-67,,,,,
mp-10172,mp-22867,mp-22916,mp-67,,,,,
mp-10172,mp-2532,mp-38,,,,,,
mp-10172,mp-2532,mp-2784,,,,,,
mp-10172,mp-1078589,mp-1363,,,,,,
mp-10172,mp-1057315,mp-1189094,,,,,,
mp-10172,mp-1106137,mp-1189094,,,,,,
mp-10172,mp-1078589,mp-1104457,,,,,,
mp-10172,mp-1104457,mp-1106137,,,,,,
mp-10172,mp-1266,mp-3744,mp-75,,,,,
mp-10172,mp-1266,mp-2352,mp-5477,,,,,
mp-10172,mp-1266,mp-27247,mp-3744,,,,,
mp-10172,mp-1266,mp-27247,mp-5477,,,,,
mp-10172,mp-1187073,mp-90,mp-981,,,,,
mp-10172,mp-682,mp-90,mp-981,,,,,
mp-10172,mp-38725,mp-419,mp-864603,,,,,
mp-10172,mp-38725,mp-419,mp-978278,,,,,
mp-10172,mp-262,mp-419,mp-978278,,,,,
mp-10172,mp-1189298,mp-864603,mp-972364,,,,,
mp-10172,mp-1189298,mp-419,mp-864603,,,,,
mp-10172,mp-23870,mp-38725,mp-864603,,,,,
mp-10172,mp-1179656,mp-2352,mp-33,,,,,
mp-10172,mp-1186974,mp-67,mp-682,,,,,
mp-10172,mp-1186974,mp-30795,mp-682,,,,,
mp-10172,mp-1179656,mp-2352,mp-8,,,,,
mp-10172,mp-648,mp-7806,mp-90,,,,,
mp-10172,mp-1598,mp-648,mp-7806,,,,,
mp-10172,mp-13,mp-578604,mp-90,,,,,
mp-10172,mp-13,mp-2352,mp-578604,,,,,
mp-10172,mp-11698,mp-22916,,,,,,
mp-10172,mp-1045,mp-123,mp-567415,,,,,
mp-10172,mp-1045,mp-1632,mp-567415,,,,,
mp-10172,mp-1632,mp-1929,mp-558805,,,,,
mp-10172,mp-1045,mp-558805,mp-8128,,,,,
mp-10172,mp-1045,mp-1632,mp-558805,,,,,
mp-10172,mp-1929,mp-262,mp-30975,,,,,
mp-10172,mp-1929,mp-30975,mp-558805,,,,,
mp-10172,mp-30975,mp-558805,mp-8128,,,,,
mp-10172,mp-2352,mp-30975,mp-8128,,,,,
mp-10172,mp-10622,mp-16705,mp-38,,,,,
mp-10172,mp-10622,mp-16705,mp-655,,,,,
mp-10172,mp-2352,mp-655,mp-8470,,,,,
mp-10172,mp-16705,mp-655,mp-8470,,,,,
mp-10172,mp-146,mp-19391,mp-27838,,,,,
mp-10172,mp-2352,mp-27838,mp-754829,,,,,
mp-10172,mp-19391,mp-27838,mp-754829,,,,,
mp-10172,mp-1184905,mp-30794,mp-784,,,,,
mp-10172,mp-30794,mp-784,mp-950,,,,,
mp-10172,mp-1187739,mp-131,mp-1534,,,,,
mp-10172,mp-10226,mp-1197374,mp-648,,,,,
mp-10172,mp-10226,mp-1197374,mp-27191,,,,,
mp-10172,mp-10226,mp-131,mp-27191,,,,,
mp-10172,mp-10226,mp-131,mp-1534,,,,,
mp-10172,mp-103,mp-22862,mp-864647,,,,,
mp-10172,mp-22003,mp-22862,mp-776470,,,,,
mp-10172,mp-22862,mp-2828,mp-776470,,,,,
mp-10172,mp-1224388,mp-22862,mp-2828,,,,,
mp-10172,mp-1224388,mp-22862,mp-864647,,,,,
mp-10172,mp-1447,mp-1506,mp-86,,,,,
mp-10172,mp-1266,mp-1447,mp-1506,,,,,
mp-10172,mp-1266,mp-1506,mp-972521,,,,,
mp-10172,mp-1266,mp-29657,mp-569320,,,,,
mp-10172,mp-1266,mp-569320,mp-972521,,,,,
mp-10172,mp-1188469,mp-2292,mp-26,,,,,
mp-10172,mp-1084830,mp-1188469,mp-1211687,,,,,
mp-10172,mp-1084830,mp-1211687,mp-2292,,,,,
mp-10172,mp-1188469,mp-1211687,mp-2292,,,,,
mp-10172,mp-1084830,mp-1211472,mp-2292,,,,,
mp-10172,mp-1211472,mp-2292,mp-29657,,,,,
mp-10172,mp-2292,mp-29657,mp-755586,,,,,
mp-10172,mp-2352,mp-2970,mp-755586,,,,,
mp-10172,mp-29657,mp-2970,mp-755586,,,,,
mp-10172,mp-1187206,mp-50,mp-8957,,,,,
mp-10172,mp-8957,mp-91,mp-979289,,,,,
mp-10172,mp-2352,mp-8957,mp-91,,,,,
mp-10172,mp-1217811,mp-8957,mp-979289,,,,,
mp-10172,mp-1187206,mp-1217811,mp-8957,,,,,
mp-10172,mp-1187073,mp-13,mp-15698,,,,,
mp-10172,mp-13,mp-15698,mp-9775,,,,,
mp-10172,mp-13,mp-655,mp-9775,,,,,
mp-10172,mp-132,mp-13660,mp-2605,,,,,
mp-10172,mp-132,mp-13660,mp-9925,,,,,
mp-10172,mp-13660,mp-2605,mp-7956,,,,,
mp-10172,mp-2352,mp-2605,mp-7956,,,,,
mp-10172,mp-1227708,mp-13660,mp-7956,,,,,
mp-10172,mp-1227708,mp-13660,mp-17564,,,,,
mp-10172,mp-13660,mp-17564,mp-9925,,,,,
mp-10172,mp-10688,mp-129,mp-567332,,,,,
mp-10172,mp-129,mp-2629,mp-542313,,,,,
mp-10172,mp-10688,mp-129,mp-542313,,,,,
mp-10172,mp-1173761,mp-129,mp-2629,,,,,
mp-10172,mp-1173761,mp-129,mp-2352,,,,,
mp-10172,mp-1187073,mp-132,mp-2517,,,,,
mp-10172,mp-1563,mp-1727,mp-2661,,,,,
mp-10172,mp-1563,mp-2661,mp-7084,,,,,
mp-10172,mp-1187073,mp-2517,mp-7084,,,,,
mp-10172,mp-1563,mp-1727,mp-2700,,,,,
mp-10172,mp-1563,mp-7084,mp-793,,,,,
mp-10172,mp-2517,mp-7084,mp-793,,,,,
mp-10172,mp-1106,mp-1187073,mp-7084,,,,,
mp-10172,mp-1727,mp-2402,mp-2700,,,,,
mp-10172,mp-2661,mp-7084,mp-746,,,,,
mp-10172,mp-1106,mp-7084,mp-746,,,,,
mp-10172,mp-15698,mp-2661,mp-9775,,,,,
mp-10172,mp-1727,mp-2661,mp-9775,,,,,
mp-10172,mp-1106,mp-1187073,mp-15698,,,,,
mp-10172,mp-1727,mp-2402,mp-655,,,,,
mp-10172,mp-1727,mp-655,mp-9775,,,,,
mp-10172,mp-15698,mp-2661,mp-746,,,,,
mp-10172,mp-1106,mp-15698,mp-746,,,,,
mp-10047,mp-10172,mp-1563,mp-961685,,,,,
mp-10047,mp-10172,mp-132,mp-2517,,,,,
mp-10172,mp-1563,mp-655,mp-961685,,,,,
mp-10047,mp-10172,mp-1563,mp-793,,,,,
mp-10047,mp-10172,mp-2517,mp-793,,,,,
mp-10172,mp-2402,mp-2700,mp-655,,,,,
mp-10172,mp-1563,mp-2700,mp-655,,,,,
mp-10172,mp-13,mp-655,mp-685008,,,,,
mp-10172,mp-11820,mp-13,mp-685008,,,,,
mp-10172,mp-1184905,mp-1225049,mp-682,,,,,
mp-10172,mp-1225049,mp-30795,mp-682,,,,,
mp-10172,mp-1184151,mp-1598,mp-30794,,,,,
mp-10172,mp-29657,mp-2970,mp-30,,,,,
mp-10172,mp-2352,mp-2970,mp-30,,,,,
mp-10172,mp-2784,mp-655,,,,,,
mp-10172,mp-1184905,mp-2352,mp-31430,,,,,
mp-10172,mp-2542,mp-29657,mp-87,,,,,
mp-10172,mp-28588,mp-29657,mp-2970,,,,,
mp-10172,mp-2542,mp-28559,mp-29657,,,,,
mp-10172,mp-28559,mp-28588,mp-29657,,,,,
mp-10172,mp-2352,mp-28588,mp-2970,,,,,
mp-10172,mp-1184115,mp-146,mp-679,,,,,
mp-10172,mp-2352,mp-5586,mp-754829,,,,,
mp-10172,mp-19391,mp-5586,mp-754829,,,,,
mp-10172,mp-146,mp-19391,mp-5586,,,,,
mp-10172,mp-146,mp-5586,mp-679,,,,,
mp-10172,mp-129,mp-155,mp-504886,,,,,
mp-10172,mp-129,mp-2352,mp-5088,,,,,
mp-10172,mp-129,mp-504886,mp-5088,,,,,
mp-10172,mp-1363,mp-2352,mp-27838,,,,,
mp-10172,mp-1179656,mp-35,mp-682,,,,,
mp-10172,mp-1186074,mp-22003,mp-2352,,,,,
mp-10172,mp-10688,mp-2748,mp-567332,,,,,
mp-10172,mp-10688,mp-2748,mp-542313,,,,,
mp-10172,mp-2629,mp-2748,mp-655,,,,,
mp-10172,mp-2629,mp-2748,mp-542313,,,,,
mp-10172,mp-1173761,mp-2352,mp-655,,,,,
mp-10172,mp-1173761,mp-2629,mp-655,,,,,
mp-10172,mp-2352,mp-54,mp-7956,,,,,
mp-1001,mp-10172,mp-22003,mp-2251,,,,,
mp-10172,mp-1018134,mp-2251,mp-569025,,,,,
mp-10172,mp-2251,mp-567643,mp-569025,,,,,
